model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand,ID
 E Class,2019,29900,Semi-Auto,14605,Diesel,150,58.9,2.0,Mercedes,14811
 3 Series,2019,23775,Semi-Auto,2552,Petrol,145,47.9,2.0,BMW,6577
 C Class,2014,11750,Semi-Auto,77043,Diesel,20,64.2,2.1,Mercedes,45099
 Polo,2019,15836,Manual,5333,Petrol,145,51.4,1.0,VW,42758
 X3,2019,36440,Semi-Auto,105,Diesel,145,54.3,2.0,BMW,2262
 C Class,2016,15798,Semi-Auto,41279,Diesel,20,64.2,2.1,Mercedes,34232
 Tiguan,2017,17395,Manual,34799,Petrol,145,48.7,1.4,VW,32317
 C Class,2019,24600,Semi-Auto,9174,Petrol,145,45.6,1.5,Mercedes,19477
 Polo,2018,11950,Manual,27534,Petrol,145,64.2,1.0,VW,2644
 Sharan,2017,17391,Manual,23373,Diesel,125,56.5,2.0,VW,23491
 2 Series,2019,20980,Manual,1000,Petrol,145,52.3,1.5,BMW,46198
 A3,2019,24450,Semi-Auto,7230,Petrol,150,41.5,1.5,Audi,45698
 C Class,2014,15894,Semi-Auto,33896,Diesel,30,64.2,2.1,Mercedes,41980
 A Class,2018,14500,Manual,25414,Petrol,150,51.4,1.6,Mercedes,6273
 A3,2014,11650,Manual,22014,Petrol,145,48.7,1.8,Audi,44804
 T-Roc,2018,18150,Manual,20886,Petrol,150,53.3,1.5,VW,16315
 GLE Class,2019,47995,Automatic,7848,Diesel,150,36.7,2.0,Mercedes,23926
 Golf,2019,19998,Manual,10,Diesel,145,57.7,1.6,VW,18885
 3 Series,2019,35995,Automatic,3306,Diesel,145,49.6,2.0,BMW,9872
 Tiguan,2014,13491,Manual,48791,Diesel,160,48.7,2.0,VW,31021
 TT,2016,16500,Manual,42164,Diesel,30,62.8,2.0,Audi,22627
 Golf,2017,13990,Semi-Auto,26000,Diesel,145,72.4,1.6,VW,13881
 1 Series,2019,30783,Semi-Auto,6499,Petrol,145,34.5,2.0,BMW,29148
 Q7,2019,50000,Automatic,4500,Diesel,145,33.2,3.0,Audi,43482
 A5,2019,29000,Automatic,4665,Diesel,145,49.6,2.0,Audi,14386
 Q5,2019,34991,Semi-Auto,6836,Diesel,145,38.2,2.0,Audi,40018
 Golf,2018,15990,Semi-Auto,13352,Diesel,150,72.4,1.4,VW,23028
 Arteon,2019,27995,Semi-Auto,3000,Petrol,145,40.4,1.5,VW,29106
 X3,2015,17495,Semi-Auto,38013,Diesel,150,54.3,2.0,BMW,33894
 4 Series,2019,21998,Semi-Auto,17417,Diesel,145,65.7,2.0,BMW,12448
 C Class,2017,18231,Semi-Auto,20185,Petrol,145,50.4,2.0,Mercedes,29326
 X1,2019,26000,Semi-Auto,3085,Petrol,145,40.9,1.5,BMW,36499
 C Class,2016,21495,Semi-Auto,16723,Diesel,125,60.1,2.1,Mercedes,41395
 A6,2018,16300,Automatic,21284,Petrol,145,50.4,1.8,Audi,28724
 4 Series,2018,20590,Semi-Auto,17000,Petrol,150,48.7,2.0,BMW,37930
 A Class,2016,14800,Manual,43461,Diesel,30,62.8,2.1,Mercedes,37211
 X5,2019,47123,Semi-Auto,8442,Diesel,145,37.7,3.0,BMW,13516
 B Class,2019,21890,Semi-Auto,13080,Petrol,145,45.6,1.3,Mercedes,6081
 TT,2015,13999,Manual,65799,Diesel,20,67.3,2.0,Audi,27218
 B Class,2019,24950,Automatic,1440,Diesel,145,55.4,2.0,Mercedes,28444
 3 Series,2015,17491,Semi-Auto,44700,Petrol,265,37.2,3.0,BMW,31814
 Polo,2017,10990,Manual,10687,Petrol,20,58.9,1.0,VW,40228
 Arteon,2019,26995,Semi-Auto,4482,Diesel,145,44.1,2.0,VW,14839
 1 Series,2016,14975,Automatic,25562,Diesel,20,68.9,1.5,BMW,27337
 A3,2016,21990,Semi-Auto,26824,Petrol,200,40.4,2.0,Audi,42296
 Polo,2017,10950,Manual,26533,Petrol,150,65.7,1.0,VW,16033
 3 Series,2019,28990,Semi-Auto,3811,Diesel,145,52.3,2.0,BMW,8962
 Tiguan,2017,17995,Manual,14250,Diesel,125,58.9,2.0,VW,17549
 Q5,2018,25999,Automatic,25531,Petrol,145,40.9,2.0,Audi,22594
 A3,2019,24991,Semi-Auto,2621,Diesel,145,50.4,2.0,Audi,754
 Golf,2019,24998,Semi-Auto,8766,Petrol,145,37.7,2.0,VW,1793
 Tiguan,2018,22995,Manual,22556,Diesel,150,58.9,2.0,VW,9037
 X1,2019,24850,Automatic,9784,Diesel,145,60.1,2.0,BMW,42283
 Polo,2016,8700,Manual,28719,Petrol,20,60.1,1.0,VW,14984
 Golf SV,2018,13990,Manual,11915,Petrol,150,56.5,1.0,VW,35072
 C Class,2019,30799,Automatic,7264,Diesel,145,55.4,2.0,Mercedes,4684
 C Class,2017,17789,Semi-Auto,63019,Diesel,125,61.4,2.1,Mercedes,36883
 A1,2020,22888,Semi-Auto,4000,Petrol,145,44.8,1.5,Audi,34404
 Golf,2019,19495,Semi-Auto,4823,Petrol,150,45.6,1.5,VW,42510
 GLC Class,2019,32499,Semi-Auto,9418,Diesel,145,41.5,2.1,Mercedes,578
 E Class,2019,25780,Semi-Auto,15403,Diesel,145,72.4,2.0,Mercedes,21037
 C Class,2016,15339,Automatic,67267,Hybrid,0,134.5,2.0,Mercedes,37048
 Touareg,2017,21995,Semi-Auto,61098,Diesel,150,42.8,3.0,VW,1372
 A4,2016,16000,Manual,38155,Diesel,20,68.9,2.0,Audi,7965
 1 Series,2017,20500,Automatic,24029,Petrol,145,39.8,3.0,BMW,39293
 Golf,2017,22395,Semi-Auto,32572,Hybrid,135,156.9,1.4,VW,26637
 Golf,2015,13995,Manual,57226,Diesel,20,67.3,2.0,VW,9099
 Touareg,2019,44082,Semi-Auto,6580,Diesel,145,34.0,3.0,VW,26052
 C Class,2019,29124,Semi-Auto,2625,Petrol,145,47.1,1.5,Mercedes,3349
 C Class,2019,30500,Semi-Auto,4010,Diesel,145,61.4,2.0,Mercedes,13681
 A5,2019,26250,Manual,7601,Petrol,145,37.7,2.0,Audi,35524
 A1,2017,16222,Manual,17244,Petrol,145,56.5,1.4,Audi,40758
 E Class,2017,21399,Automatic,20650,Diesel,145,72.4,2.0,Mercedes,42978
 A4,2006,3895,Manual,93000,Diesel,240,43.4,2.0,Audi,24027
 X3,2016,22950,Automatic,9000,Diesel,145,54.3,2.0,BMW,862
 Polo,2016,9300,Manual,26257,Petrol,20,60.1,1.2,VW,1848
 A1,2017,15995,Semi-Auto,23496,Diesel,150,70.6,1.6,Audi,35529
 C Class,2019,26940,Automatic,4600,Diesel,145,61.4,2.0,Mercedes,29516
 Golf,2019,16290,Automatic,16225,Petrol,145,44.8,1.0,VW,1694
 C Class,2014,15650,Automatic,32000,Diesel,20,64.2,2.1,Mercedes,23705
 V Class,2019,24990,Manual,5000,Diesel,145,46.3,2.1,Mercedes,22560
 A Class,2016,14500,Automatic,54276,Diesel,20,68.9,2.1,Mercedes,2766
 Golf,2015,8700,Manual,56304,Diesel,0,74.3,1.6,VW,37417
 1 Series,2017,14650,Manual,12616,Diesel,30,65.7,2.0,BMW,30158
 T-Cross,2019,19350,Automatic,3000,Diesel,145,51.4,1.6,VW,41433
 C Class,2018,20299,Automatic,11498,Diesel,145,61.4,2.1,Mercedes,11459
 Q5,2019,35498,Semi-Auto,21,Petrol,145,32.1,2.0,Audi,19744
 E Class,2017,22499,Semi-Auto,21000,Diesel,30,65.7,2.0,Mercedes,16832
 5 Series,2016,15000,Automatic,49313,Diesel,125,60.1,2.0,BMW,2092
 1 Series,2020,27840,Semi-Auto,150,Diesel,145,51.4,2.0,BMW,26777
 Q5,2018,27991,Semi-Auto,24441,Diesel,145,48.7,3.0,Audi,19299
 3 Series,2016,17750,Automatic,28000,Diesel,30,64.2,2.0,BMW,27116
 Q5,2015,19751,Semi-Auto,35112,Diesel,200,47.1,2.0,Audi,24858
 Scirocco,2018,19500,Manual,10416,Diesel,145,55.4,2.0,VW,33579
 Q7,2014,19750,Semi-Auto,54853,Diesel,305,38.2,3.0,Audi,18115
 GLA Class,2019,24999,Semi-Auto,2001,Diesel,145,64.2,2.1,Mercedes,5088
 3 Series,2018,18990,Automatic,42967,Petrol,150,48.7,2.0,BMW,20095
 Polo,2017,9491,Manual,37600,Petrol,20,60.1,1.2,VW,906
 3 Series,2014,9295,Manual,103260,Diesel,125,58.9,2.0,BMW,36143
 Golf,2016,11700,Manual,41196,Petrol,30,53.3,1.4,VW,9996
 3 Series,2018,21800,Semi-Auto,37052,Diesel,145,51.4,3.0,BMW,1371
 5 Series,2016,16000,Automatic,33527,Diesel,30,62.8,2.0,BMW,31061
 1 Series,2019,16888,Automatic,11747,Diesel,145,72.4,1.5,BMW,39818
 Polo,2016,10000,Manual,29533,Petrol,20,60.1,1.2,VW,21238
 Up,2017,6990,Manual,21483,Petrol,20,64.2,1.0,VW,45629
 Golf,2019,21162,Manual,6632,Petrol,145,47.9,1.5,VW,18004
 Golf,2019,16000,Manual,2684,Diesel,145,57.7,1.6,VW,9907
 Polo,2016,10510,Manual,34490,Petrol,20,60.1,1.2,VW,14401
 Tiguan,2019,29442,Semi-Auto,6458,Petrol,145,30.4,2.0,VW,44004
 A6,2017,20498,Semi-Auto,12806,Diesel,145,64.2,2.0,Audi,34157
 CLS Class,2018,34480,Semi-Auto,16432,Diesel,145,48.7,2.9,Mercedes,1575
 A1,2017,13995,Manual,25552,Petrol,30,56.5,1.4,Audi,41884
 3 Series,2016,15800,Manual,11231,Petrol,145,47.9,2.0,BMW,15690
 CL Class,2018,23440,Semi-Auto,10180,Diesel,145,51.4,2.2,Mercedes,14267
 Q3,2019,29000,Automatic,16001,Petrol,145,31.7,2.0,Audi,27183
 GLC Class,2017,20998,Semi-Auto,40949,Diesel,125,56.5,2.1,Mercedes,669
 Q7,2018,33075,Semi-Auto,37923,Diesel,145,48.7,3.0,Audi,716
 B Class,2019,23480,Automatic,2255,Diesel,145,55.4,2.0,Mercedes,28252
 2 Series,2015,12405,Automatic,39132,Petrol,125,53.3,1.5,BMW,33358
 Polo,2016,7991,Manual,64790,Petrol,20,60.1,1.0,VW,4987
 Tiguan,2018,23790,Manual,25800,Diesel,150,58.9,2.0,VW,26533
 3 Series,2018,16999,Manual,7000,Diesel,145,67.3,2.0,BMW,15955
 Golf,2017,16750,Semi-Auto,41084,Diesel,30,62.8,2.0,VW,32517
 4 Series,2017,19352,Automatic,36220,Diesel,145,65.7,2.0,BMW,36689
 Touareg,2019,41950,Automatic,4746,Diesel,145,34.0,3.0,VW,6098
 Tiguan,2018,18240,Manual,10942,Petrol,150,46.3,1.4,VW,18814
 A3,2017,18000,Manual,16417,Diesel,145,67.3,1.6,Audi,26544
 1 Series,2018,18450,Semi-Auto,14324,Diesel,150,49.6,2.0,BMW,40976
 Golf,2018,24980,Semi-Auto,14936,Petrol,145,39.8,2.0,VW,10565
 3 Series,2019,19995,Automatic,18253,Diesel,145,62.8,2.0,BMW,40497
 E Class,2019,24999,Semi-Auto,10424,Diesel,145,72.4,2.0,Mercedes,43445
 A4,2014,13490,Manual,45763,Diesel,30,62.8,2.0,Audi,42294
 A3,2013,10499,Automatic,40328,Petrol,30,56.5,1.4,Audi,31001
 V Class,2017,36990,Automatic,14311,Diesel,235,44.8,2.1,Mercedes,5888
 Golf,2018,15982,Manual,11780,Petrol,145,47.1,1.5,VW,9105
 A6,2014,15990,Manual,26000,Diesel,30,62.8,2.0,Audi,41175
 B Class,2019,23799,Automatic,3617,Diesel,145,60.1,1.5,Mercedes,29403
 A5,2019,36995,Automatic,9256,Diesel,145,45.6,2.0,Audi,27278
 Q3,2016,18350,Semi-Auto,30647,Diesel,145,51.4,2.0,Audi,41709
 Golf,2019,13490,Manual,13378,Petrol,150,49.6,1.0,VW,24985
 3 Series,2009,4195,Manual,70000,Petrol,165,47.9,2.0,BMW,2401
 A6,2016,20698,Semi-Auto,13986,Diesel,30,61.4,2.0,Audi,22722
 GLA Class,2019,23299,Semi-Auto,11606,Diesel,145,67.3,2.1,Mercedes,10841
 Polo,2016,8495,Manual,27648,Petrol,20,60.1,1.0,VW,33002
 A5,2015,15798,Semi-Auto,41781,Diesel,125,58.9,2.0,Audi,38562
 Tiguan,2016,14500,Automatic,33388,Diesel,160,49.6,2.0,VW,17808
 C Class,2019,29386,Automatic,8013,Petrol,145,44.1,1.5,Mercedes,19911
 3 Series,2019,27275,Manual,3377,Diesel,145,54.3,2.0,BMW,16114
 GLE Class,2016,27990,Automatic,33493,Diesel,205,47.9,2.1,Mercedes,10029
 1 Series,2019,18875,Semi-Auto,2406,Diesel,145,68.9,1.5,BMW,8585
 Up,2014,5700,Manual,39166,Petrol,20,62.8,1.0,VW,21063
 Golf,2017,23500,Semi-Auto,7526,Petrol,145,39.8,2.0,VW,46176
 Golf,2020,22989,Automatic,3921,Diesel,150,52.3,2.0,VW,15635
 A Class,2019,21690,Automatic,11309,Diesel,145,56.5,2.0,Mercedes,16201
 3 Series,2014,13000,Automatic,37334,Diesel,30,62.8,2.0,BMW,45348
 X1,2019,28995,Automatic,4237,Diesel,145,36.7,2.0,BMW,5287
 A5,2019,24260,Semi-Auto,9026,Petrol,145,40.4,2.0,Audi,27437
 4 Series,2018,18300,Automatic,37491,Petrol,145,45.6,2.0,BMW,30238
 GLC Class,2016,27995,Semi-Auto,25680,Diesel,125,56.5,2.1,Mercedes,20688
 Q5,2008,8495,Manual,83000,Diesel,230,42.1,2.0,Audi,6821
 Scirocco,2017,15299,Manual,10131,Petrol,145,47.1,2.0,VW,40729
 A Class,2017,17981,Semi-Auto,24315,Petrol,150,52.3,1.6,Mercedes,30260
 E Class,2016,18995,Automatic,23772,Diesel,125,58.9,2.1,Mercedes,42284
 A4,2020,35000,Semi-Auto,3000,Petrol,145,39.2,2.0,Audi,21893
 1 Series,2019,16695,Manual,4160,Petrol,145,53.3,1.5,BMW,36282
 X2,2019,26972,Automatic,123,Petrol,145,38.7,2.0,BMW,29956
 C Class,2015,14999,Automatic,34278,Diesel,30,62.8,2.1,Mercedes,40314
 Polo,2009,3999,Manual,65621,Petrol,145,48.7,1.2,VW,1563
 GLA Class,2017,20995,Semi-Auto,18120,Petrol,205,43.5,2.0,Mercedes,15822
 Golf,2016,12100,Manual,80105,Diesel,20,67.3,2.0,VW,24791
 Polo,2020,17999,Manual,4030,Petrol,145,49.6,1.0,VW,26862
 A6,2018,23489,Semi-Auto,9452,Petrol,145,47.9,1.8,Audi,41551
 C Class,2013,9750,Automatic,69700,Diesel,145,53.3,2.1,Mercedes,28016
 A3,2020,26490,Manual,240,Diesel,145,52.3,1.6,Audi,39070
 C Class,2018,18899,Automatic,21315,Diesel,145,64.2,2.1,Mercedes,36724
 X1,2020,29000,Semi-Auto,9,Petrol,150,47.9,2.0,BMW,18975
 Sharan,2019,25494,Automatic,2089,Petrol,145,32.5,1.4,VW,29814
 Golf,2015,12495,Manual,32000,Petrol,30,53.3,1.4,VW,35813
 A1,2019,23166,Semi-Auto,6666,Petrol,145,40.9,2.0,Audi,22102
 Q3,2014,11500,Manual,73362,Diesel,150,54.3,2.0,Audi,29358
 Polo,2017,10481,Manual,21000,Petrol,145,60.1,1.0,VW,34253
 Golf,2019,21990,Automatic,10405,Petrol,145,43.5,1.5,VW,40336
 3 Series,2008,5985,Automatic,76000,Petrol,235,39.2,3.0,BMW,39016
 Golf,2019,19990,Manual,100,Petrol,145,47.1,1.5,VW,714
 E Class,2019,25149,Semi-Auto,10807,Diesel,145,72.4,2.0,Mercedes,43615
 A Class,2017,14371,Manual,18383,Diesel,20,72.4,1.5,Mercedes,42728
 Polo,2012,5740,Automatic,80000,Petrol,150,47.9,1.4,VW,27652
 1 Series,2019,14698,Manual,14847,Diesel,150,72.4,1.5,BMW,5737
 A4,2017,14788,Manual,54983,Diesel,145,74.3,2.0,Audi,31898
 C Class,2019,25399,Semi-Auto,13654,Petrol,145,47.1,1.5,Mercedes,18765
 3 Series,2010,3690,Manual,96000,Diesel,30,62.8,2.0,BMW,561
 A Class,2018,17699,Automatic,13267,Diesel,145,65.7,1.5,Mercedes,25557
 C Class,2010,5495,Manual,82752,Petrol,205,42.8,1.6,Mercedes,2057
 Q2,2020,25990,Manual,1500,Petrol,145,43.5,1.5,Audi,5439
 Tiguan,2018,21899,Semi-Auto,22139,Petrol,150,40.4,1.4,VW,28702
 Golf SV,2019,16998,Manual,2493,Petrol,145,45.6,1.5,VW,14392
 Passat,2017,16450,Semi-Auto,41800,Diesel,30,62.8,2.0,VW,14589
 3 Series,2015,16189,Automatic,30345,Diesel,125,58.9,2.0,BMW,26459
 X1,2017,19532,Semi-Auto,12566,Diesel,125,60.1,2.0,BMW,44603
 Touran,2016,14995,Manual,50178,Diesel,30,61.4,1.6,VW,35531
 C Class,2013,8250,Automatic,63555,Petrol,150,47.9,1.6,Mercedes,193
 A3,2019,21938,Automatic,13681,Petrol,145,42.2,1.5,Audi,41606
 Q3,2019,28790,Semi-Auto,3150,Petrol,145,38.2,1.5,Audi,28756
 A Class,2016,14995,Automatic,27270,Diesel,20,74.3,1.5,Mercedes,2829
 A3,2014,14525,Automatic,24076,Petrol,125,50.4,1.8,Audi,1002
 Q5,2017,35995,Semi-Auto,29832,Petrol,145,34.0,3.0,Audi,5855
 Golf,2016,13495,Manual,16476,Petrol,30,53.3,1.4,VW,6985
 CL Class,2016,15990,Manual,33000,Diesel,20,67.3,2.1,Mercedes,658
 A5,2020,29000,Semi-Auto,5000,Diesel,145,51.4,2.0,Audi,15125
 1 Series,2014,10285,Manual,41659,Petrol,145,50.4,1.6,BMW,38698
 CL Class,2016,17590,Manual,18120,Diesel,20,67.3,2.1,Mercedes,38012
 Passat,2019,29990,Semi-Auto,3028,Hybrid,140,43.5,1.4,VW,19483
 E Class,2015,17480,Semi-Auto,26310,Diesel,125,56.5,2.1,Mercedes,45074
 A5,2017,29582,Semi-Auto,20320,Petrol,145,37.7,3.0,Audi,44277
 C Class,2019,33699,Semi-Auto,6225,Diesel,145,55.4,2.0,Mercedes,45349
 5 Series,2018,27750,Automatic,24460,Diesel,145,60.1,3.0,BMW,24687
 A Class,2017,14827,Manual,17197,Diesel,145,72.4,1.5,Mercedes,20309
 C Class,2019,29299,Semi-Auto,2758,Petrol,145,44.1,2.0,Mercedes,5872
 A4,2019,25450,Automatic,8619,Diesel,150,44.8,2.0,Audi,22338
 A6,2018,30990,Semi-Auto,30569,Diesel,145,50.4,3.0,Audi,27216
 Golf,2017,14500,Semi-Auto,17660,Petrol,145,55.4,1.4,VW,30594
 Passat,2015,10000,Automatic,39097,Diesel,30,62.8,2.0,VW,1986
 5 Series,2018,24999,Automatic,24501,Diesel,145,60.1,2.0,BMW,33914
 4 Series,2019,29990,Semi-Auto,10013,Diesel,145,49.6,3.0,BMW,30654
 GLE Class,2016,30998,Semi-Auto,14149,Diesel,235,42.8,3.0,Mercedes,33368
 Golf,2016,12290,Manual,38550,Petrol,30,58.9,1.4,VW,31310
 E Class,2017,20000,Automatic,29274,Diesel,30,65.7,2.0,Mercedes,32137
 C Class,2018,20771,Semi-Auto,18321,Diesel,145,60.1,2.1,Mercedes,9350
 Touareg,2016,22998,Automatic,35348,Diesel,235,42.8,3.0,VW,41372
 A5,2019,31990,Automatic,1585,Petrol,145,37.2,2.0,Audi,40611
 Golf,2019,18990,Automatic,6000,Petrol,145,43.5,1.5,VW,30661
 X3,2019,34551,Semi-Auto,7289,Petrol,150,30.4,2.0,BMW,17029
 Q5,2020,53990,Automatic,4394,Diesel,145,34.5,3.0,Audi,11127
 A3,2017,16222,Manual,22438,Petrol,145,50.4,2.0,Audi,33397
 A4,2006,3888,Manual,80000,Petrol,300,33.6,2.0,Audi,27374
 A3,2019,17500,Automatic,10000,Diesel,145,54.3,1.6,Audi,24797
 A3,2015,12495,Manual,20258,Diesel,0,83.1,1.6,Audi,36929
 A3,2015,12950,Automatic,29255,Diesel,30,62.8,2.0,Audi,20248
 Touran,2016,15995,Manual,37774,Diesel,30,64.2,2.0,VW,18669
 A5,2016,15995,Automatic,41100,Diesel,125,58.9,2.0,Audi,17242
 Polo,2019,12999,Manual,2660,Petrol,145,48.7,1.0,VW,31284
 4 Series,2017,18990,Automatic,23163,Diesel,30,65.7,2.0,BMW,15730
 C Class,2019,29995,Semi-Auto,6828,Petrol,150,42.2,2.0,Mercedes,6127
 Golf,2019,20450,Manual,25,Petrol,145,49.6,1.5,VW,28287
 Polo,2018,12090,Manual,11888,Petrol,145,64.2,1.0,VW,2149
 4 Series,2019,32000,Automatic,5177,Petrol,145,39.2,3.0,BMW,24601
 Golf,2015,12490,Manual,37000,Diesel,20,67.3,2.0,VW,3155
 1 Series,2016,11399,Manual,24820,Diesel,0,78.5,1.5,BMW,14838
 Passat,2018,20495,Semi-Auto,22765,Diesel,150,57.6,2.0,VW,36518
 Polo,2018,13450,Manual,12954,Petrol,145,52.3,1.0,VW,25633
 B Class,2005,2490,Automatic,101980,Diesel,200,47.9,2.0,Mercedes,29327
 A Class,2018,16552,Semi-Auto,14230,Diesel,150,74.3,1.5,Mercedes,24669
 2 Series,2016,18990,Automatic,11854,Diesel,145,55.4,2.0,BMW,37545
 3 Series,2019,26750,Automatic,6504,Petrol,150,42.2,2.0,BMW,1259
 1 Series,2018,16275,Manual,12879,Petrol,145,53.3,1.5,BMW,33410
 2 Series,2018,24461,Semi-Auto,5190,Petrol,150,32.5,3.0,BMW,37951
 4 Series,2015,15991,Manual,28000,Petrol,165,44.8,2.0,BMW,37245
 C Class,2019,19394,Semi-Auto,14203,Petrol,145,46.3,1.5,Mercedes,30686
 A3,2016,17495,Manual,21500,Petrol,30,58.9,1.4,Audi,19800
 Tiguan,2018,21990,Manual,12042,Petrol,150,48.7,1.4,VW,4803
 X1,2017,17980,Semi-Auto,53850,Diesel,150,57.6,2.0,BMW,38176
 5 Series,2015,12950,Semi-Auto,54386,Diesel,30,62.8,2.0,BMW,45899
 X1,2017,21498,Semi-Auto,19682,Petrol,160,44.8,2.0,BMW,17074
 E Class,2017,19260,Automatic,26233,Diesel,20,72.4,2.0,Mercedes,26515
 A3,2016,16700,Manual,26700,Diesel,20,70.6,1.6,Audi,16980
 C Class,2016,17900,Automatic,25522,Petrol,125,51.4,2.0,Mercedes,1452
 Polo,2019,14991,Manual,2000,Diesel,145,76.4,1.6,VW,15317
 Polo,2017,9950,Manual,20005,Petrol,150,60.1,1.0,VW,18936
 A1,2019,22790,Semi-Auto,547,Petrol,145,44.8,1.5,Audi,4547
 E Class,2013,15775,Automatic,45378,Diesel,200,45.6,3.0,Mercedes,22957
 Q3,2013,8975,Manual,77120,Diesel,150,54.3,2.0,Audi,34005
 A5,2019,27444,Automatic,1500,Petrol,145,39.8,2.0,Audi,8086
 Golf,2019,20390,Semi-Auto,3296,Diesel,145,52.3,2.0,VW,19056
 Tiguan,2017,16992,Manual,40000,Diesel,160,50.4,2.0,VW,45766
 E Class,2020,45498,Automatic,1000,Diesel,145,42.8,2.9,Mercedes,27121
 A1,2015,11000,Manual,29119,Petrol,30,56.5,1.4,Audi,29284
 E Class,2019,24699,Semi-Auto,14735,Diesel,145,72.4,2.0,Mercedes,44460
 A4,2016,14990,Automatic,68148,Diesel,30,67.3,2.0,Audi,44274
 Q3,2015,15950,Manual,47178,Diesel,165,49.6,2.0,Audi,45485
 Tiguan,2017,21799,Manual,23538,Diesel,150,58.9,2.0,VW,38239
 X5,2019,56450,Semi-Auto,4445,Diesel,145,33.6,3.0,BMW,26807
 Golf SV,2019,16995,Manual,1353,Petrol,145,47.1,1.0,VW,13458
 4 Series,2014,17490,Automatic,20030,Petrol,165,44.1,2.0,BMW,39175
 E Class,2019,25995,Automatic,6620,Diesel,145,67.3,2.0,Mercedes,21526
 A Class,2017,18000,Semi-Auto,10227,Diesel,20,67.3,2.1,Mercedes,15353
 Passat,2018,18499,Automatic,19392,Petrol,145,41.5,1.5,VW,10685
 3 Series,2015,16990,Semi-Auto,46890,Diesel,125,58.9,2.0,BMW,26614
 Polo,2017,10995,Manual,18696,Petrol,150,60.1,1.0,VW,10428
 CL Class,2016,17136,Automatic,11269,Petrol,125,53.3,1.6,Mercedes,26833
 Polo,2019,14495,Manual,14040,Petrol,150,52.3,1.0,VW,43467
 T-Roc,2020,27990,Manual,322,Diesel,145,50.4,2.0,VW,7416
 1 Series,2016,9977,Manual,47905,Diesel,0,78.5,1.5,BMW,15556
 Polo,2019,16895,Manual,1631,Petrol,145,49.6,1.0,VW,41683
 A3,2017,20250,Semi-Auto,31150,Petrol,145,56.5,1.5,Audi,16228
 Golf SV,2018,14498,Manual,906,Petrol,145,56.5,1.0,VW,41754
 A Class,2013,9770,Semi-Auto,66484,Petrol,145,50.4,1.6,Mercedes,4743
 A4,2019,25280,Automatic,3510,Diesel,150,49.6,2.0,Audi,22356
 Polo,2016,8995,Manual,16822,Petrol,20,60.1,1.0,VW,27597
 Passat,2019,18199,Automatic,7319,Petrol,145,41.5,1.5,VW,17423
 CL Class,2016,16849,Semi-Auto,45000,Diesel,20,67.3,2.1,Mercedes,41629
 3 Series,2017,21898,Semi-Auto,10305,Diesel,145,56.5,3.0,BMW,42082
 CL Class,2016,15999,Automatic,30185,Diesel,20,67.3,2.1,Mercedes,8648
 A3,2019,22000,Semi-Auto,13576,Petrol,150,42.2,1.5,Audi,27967
 1 Series,2017,23000,Semi-Auto,18100,Petrol,150,39.8,3.0,BMW,34312
 Scirocco,2017,15990,Manual,29234,Diesel,145,53.3,2.0,VW,6573
 SL CLASS,2018,23012,Semi-Auto,7724,Diesel,150,70.6,2.1,Mercedes,36508
 X5,2019,51399,Automatic,9803,Diesel,150,37.7,3.0,BMW,15724
 A6,2015,11995,Manual,37300,Diesel,30,65.7,2.0,Audi,45774
 X2,2018,24490,Semi-Auto,7100,Diesel,150,61.4,2.0,BMW,36375
 E Class,2017,23480,Semi-Auto,16635,Diesel,145,65.7,2.0,Mercedes,37727
 Passat,2016,11720,Semi-Auto,59913,Diesel,30,61.1,2.0,VW,9713
 Golf,2017,14000,Manual,20100,Petrol,150,54.3,1.4,VW,7319
 4 Series,2020,26500,Semi-Auto,37,Petrol,145,48.7,2.0,BMW,13977
 4 Series,2014,14291,Manual,29000,Petrol,200,40.9,2.0,BMW,20673
 2 Series,2019,21000,Manual,1251,Petrol,145,42.8,1.5,BMW,33712
 A3,2016,16950,Manual,26701,Petrol,30,58.9,1.4,Audi,38059
 Q3,2016,13991,Manual,42299,Diesel,30,61.4,2.0,Audi,24230
 X1,2016,15199,Automatic,41571,Diesel,125,60.1,2.0,BMW,11689
 A Class,2020,24109,Semi-Auto,1000,Diesel,145,67.3,1.5,Mercedes,39605
 Q2,2019,19998,Manual,6612,Diesel,145,49.6,1.6,Audi,36448
 A Class,2013,10299,Automatic,57551,Petrol,145,50.4,1.6,Mercedes,14184
 X3,2019,35980,Semi-Auto,8088,Diesel,145,54.3,2.0,BMW,11104
 C Class,2018,23099,Semi-Auto,9769,Petrol,145,46.3,1.5,Mercedes,10893
 A Class,2019,21895,Manual,9,Petrol,145,47.1,1.3,Mercedes,40688
 C Class,2018,25480,Semi-Auto,9830,Petrol,145,46.3,1.5,Mercedes,34064
 Q3,2020,30990,Semi-Auto,500,Petrol,150,40.4,1.5,Audi,20928
 Polo,2017,9995,Manual,22073,Petrol,20,58.9,1.0,VW,12293
 1 Series,2017,22991,Semi-Auto,15709,Petrol,145,39.8,3.0,BMW,27831
 Up,2019,8590,Manual,5270,Petrol,145,54.3,1.0,VW,9051
 X3,2019,39999,Semi-Auto,3769,Petrol,145,34.5,3.0,BMW,11091
 3 Series,2015,8659,Manual,65412,Diesel,20,68.9,2.0,BMW,3709
